driver_id,miles_driven,vehicle_type,driver_safety_score,date_latest_delivery,date_first_delivery,date_of_birth,date_of_loss,claim_closed_ind,incurred_loss_bodily_injury,incurred_legal_expenses
5665,"3,846",bicycle,2.67,3/4/2024,8/4/2023,5/4/1996,,,,
5666,"62,209",truck,4.82,2/16/2022,10/16/2018,9/16/1971,2/15/2022 13:33:00,1,"$10,710.00",$266.05
5667,"4,947",sedan,5.00,5/18/2024,3/18/2023,4/18/1961,,,,
5668,"22,117",electric vehicle,5.00,3/13/2024,9/13/2021,11/13/1967,,,,
5669,"8,569",bicycle,5.00,9/30/2023,5/30/2022,9/30/1969,,,,
5670,"23,903",motorcycle,2.02,2/11/2023,3/11/2021,1/11/1998,2/10/2023 13:32:00,1,"$9,403.00",$380.35
5671,"28,682",truck,3.94,7/25/2023,10/25/2019,7/25/1981,,,,
5672,"27,444",sedan,4.59,6/23/2024,10/23/2022,12/23/1977,,,,
5673,"27,056",,2.36,12/5/2021,1/5/2020,,12/4/2021 15:36:00,1,"$47,078.00","$3,655.56"
5674,"7,774",sedan,4.03,6/28/2024,12/28/2021,10/28/1982,,,,
5675,"56,605",sedan,5.00,8/25/2023,1/25/2020,9/25/1970,8/25/2023 11:27:00,1,"$6,136.00",$118.90
5676,"11,577",bicycle,5.00,6/29/2024,12/29/2022,12/29/1969,,,,
5677,"11,282",bicycle,5.00,7/1/2024,8/1/2020,9/1/1959,,,,
5678,"32,546",electric vehicle,3.69,7/12/2023,6/12/2020,7/12/1984,,,,
5679,"5,402",bicycle,5.00,8/20/2022,7/20/2021,12/20/1952,,,,
5680,"30,420",motorcycle,4.14,6/7/2024,7/7/2021,4/7/1981,,,,
5681,"2,504",electric vehicle,0.79,12/14/2023,8/14/2023,,12/13/2023 22:54:00,0,"$9,797.00",$239.59
5682,899,motorcycle,5.00,6/22/2024,4/22/2024,6/22/1951,,,,
5683,"13,588",truck,5.00,6/30/2024,7/30/2021,6/30/1945,,,,
5684,605,sedan,5.00,6/29/2024,4/29/2024,11/29/1965,,,,
5685,"15,675",electric vehicle,5.00,11/5/2022,4/5/2021,7/5/1949,,,,
5686,322,motorcycle,2.09,9/18/2023,6/18/2023,11/18/1999,,,,
5687,"40,334",sedan,5.00,6/28/2024,2/28/2021,6/28/1971,,,,
5688,"33,820",sedan,4.75,6/30/2024,1/30/2022,8/30/1975,,,,
5689,"28,993",motorcycle,1.85,4/5/2022,2/5/2019,10/5/1996,4/4/2022 16:40:00,1,"$10,125.00",$163.16
5690,"21,570",sedan,5.00,2/6/2024,11/6/2022,3/6/1964,,,,
5691,"18,779",sedan,1.52,6/15/2023,7/15/2020,8/15/1999,6/14/2023 15:36:00,1,"$30,536.00","$5,729.45"
5692,"4,770",sedan,4.56,3/15/2023,10/15/2021,4/15/1977,,,,
5693,805,sedan,4.33,7/1/2024,9/1/2023,7/1/1981,,,,
5694,"1,157",electric vehicle,2.30,3/2/2024,1/2/2024,4/2/1999,,,,
5695,"17,477",sedan,2.92,7/1/2024,5/1/2022,3/1/1993,,,,
5696,"8,198",sedan,2.52,12/29/2023,1/29/2020,10/29/1993,,,,
5697,"3,396",sedan,1.47,7/1/2024,4/1/2024,8/1/2003,,,,
5698,"2,186",sedan,2.28,1/24/2024,1/24/2023,5/24/1998,,,,
5699,"10,822",bicycle,2.10,10/15/2022,7/15/2021,12/15/1997,10/15/2022 5:11:00,1,"$43,119.00","$7,113.85"
5700,"6,674",motorcycle,3.58,6/28/2024,6/28/2023,8/28/1988,,,,
5701,"3,947",electric vehicle,2.19,6/25/2024,1/25/2024,11/25/1999,,,,
5702,"1,051",bicycle,2.02,4/27/2024,2/27/2024,12/27/2000,,,,
5703,"1,510",sedan,2.35,7/1/2024,12/1/2023,11/1/1998,,,,
5704,"4,473",truck,1.52,6/19/2024,3/19/2023,,6/19/2024 5:13:00,0,"$16,792.00","$4,983.69"
5705,"8,979",sedan,3.54,6/8/2024,2/8/2023,8/8/1988,,,,
5706,"1,800",sedan,4.50,6/6/2024,4/6/2024,5/6/1980,,,,
5707,"3,512",electric vehicle,3.38,11/2/2022,2/2/2022,2/2/1989,,,,
5708,"4,049",bicycle,5.00,12/20/2023,1/20/2022,8/20/1958,,,,
5709,"3,583",motorcycle,5.00,12/11/2023,8/11/2023,7/11/1948,,,,
5710,"8,410",electric vehicle,3.76,10/10/2022,1/10/2022,6/10/1985,,,,
5711,"1,351",bicycle,5.00,7/1/2024,9/1/2023,5/1/1949,,,,
5712,"6,528",truck,4.46,5/18/2024,8/18/2023,2/18/1980,,,,
5713,473,motorcycle,4.93,6/30/2024,5/30/2024,3/30/1976,,,,
5714,"5,153",bicycle,5.00,9/6/2022,1/6/2020,12/6/1968,,,,
5715,"19,102",electric vehicle,4.83,4/11/2024,6/11/2022,3/11/1975,,,,
5716,"31,826",bicycle,5.00,8/2/2022,8/2/2020,4/2/1957,,,,
5717,"5,269",sedan,3.71,5/24/2024,5/24/2023,4/24/1987,,,,
5718,"3,270",sedan,2.24,12/1/2023,8/1/2023,3/1/1999,,,,
5719,"49,049",truck,5.00,5/24/2024,11/24/2020,3/24/1956,,,,
5720,"3,097",motorcycle,3.57,1/27/2024,8/27/2023,11/27/1988,,,,
5721,"2,819",,0.54,11/28/2021,9/28/2021,5/28/2003,11/28/2021 9:21:00,1,"$66,885.00","$7,877.49"
5722,"22,075",sedan,5.00,2/25/2024,6/25/2022,12/25/1953,,,,
5723,687,motorcycle,3.93,7/1/2024,5/1/2024,2/1/1986,,,,
5724,"3,444",bicycle,4.42,7/1/2024,4/1/2022,3/1/1979,,,,
5725,"3,370",motorcycle,5.00,1/13/2024,9/13/2023,9/13/1970,,,,
5726,"46,687",truck,2.34,10/3/2022,6/3/2019,6/3/1994,10/3/2022 1:03:00,1,"$14,154.00",$480.62
5727,"47,209",motorcycle,3.53,4/23/2024,4/23/2021,11/23/1986,4/22/2024 13:31:00,0,"$22,455.00","$2,571.03"
5728,"28,433",sedan,5.00,8/21/2023,4/21/2020,11/21/1970,,,,
5729,"15,314",,0.99,7/16/2021,5/16/2020,3/16/2001,7/15/2021 17:43:00,1,"$13,165.00",$445.16
5730,"6,535",motorcycle,4.85,1/8/2024,7/8/2023,1/8/1976,,,,
5731,"44,700",sedan,5.00,1/18/2024,12/18/2019,1/18/1942,,,,
5732,"2,710",electric vehicle,5.00,1/22/2024,9/22/2023,1/22/1960,,,,
5733,"6,789",electric vehicle,1.37,4/1/2024,1/1/2023,9/1/2002,4/1/2024 2:03:00,1,"$5,191.00",$104.17
5734,"6,218",sedan,5.00,4/26/2024,2/26/2023,10/26/1964,,,,
5735,"34,732",motorcycle,3.94,12/20/2022,12/20/2020,9/20/1982,12/20/2022 9:22:00,1,"$62,812.00","$8,982.88"
5736,"26,836",motorcycle,2.17,7/11/2023,6/11/2020,5/11/1996,7/10/2023 16:38:00,1,"$10,091.00",$243.46
5737,"39,898",electric vehicle,4.04,5/21/2022,8/21/2018,5/21/1979,5/21/2022 4:10:00,1,"$7,343.00",$204.42
5738,"2,381",sedan,4.37,7/1/2024,3/1/2024,8/1/1981,,,,
5739,"1,030",motorcycle,3.83,4/16/2023,2/16/2022,,,,,
5740,"19,629",,1.80,7/26/2021,10/26/2017,9/26/1995,7/25/2021 20:49:00,1,"$59,562.00","$5,748.98"
5741,"20,189",,1.92,11/7/2021,8/7/2018,12/7/1995,11/6/2021 12:30:00,1,"$30,580.00","$3,827.63"
5742,"12,636",motorcycle,5.00,4/1/2023,7/1/2022,4/1/1966,,,,
5743,"13,471",bicycle,2.98,6/30/2024,8/30/2023,12/30/1993,,,,
5744,"12,752",motorcycle,4.16,1/20/2024,7/20/2021,2/20/1981,,,,
5745,"21,419",motorcycle,5.00,12/4/2023,1/4/2022,4/4/1949,,,,
5746,"14,001",sedan,5.00,6/30/2024,6/30/2022,5/30/1952,,,,
5747,"45,397",electric vehicle,5.00,6/30/2024,8/30/2021,7/30/1953,,,,
5748,"6,368",bicycle,2.94,6/30/2024,3/30/2023,11/30/1993,,,,
5749,"6,413",sedan,5.00,4/14/2024,5/14/2020,5/14/1947,,,,
5750,"22,219",motorcycle,3.58,6/30/2024,9/30/2022,11/30/1987,,,,
5751,"33,597",truck,4.15,3/30/2023,11/30/2020,7/30/1980,,,,
5752,"10,839",sedan,5.00,6/24/2024,12/24/2022,7/24/1962,,,,
5753,267,sedan,5.00,6/28/2024,5/28/2024,3/28/1949,,,,
5754,"23,131",electric vehicle,5.00,10/21/2023,4/21/2020,5/21/1962,,,,
5755,"15,087",sedan,4.07,6/29/2024,7/29/2022,,,,,
5756,"6,083",electric vehicle,4.71,6/8/2024,3/8/2023,2/8/1977,,,,
5757,"5,007",sedan,1.85,7/1/2024,5/1/2022,1/1/2000,,,,
5758,"9,159",sedan,5.00,7/1/2024,1/1/2024,,,,,
5759,"6,724",sedan,5.00,7/14/2023,12/14/2022,11/14/1953,,,,
5760,"1,580",sedan,5.00,2/24/2024,6/24/2020,3/24/1947,,,,
5761,"2,067",motorcycle,1.90,12/30/2022,10/30/2022,3/30/2000,,,,
5762,"22,188",truck,4.60,3/1/2023,3/1/2021,4/1/1976,,,,
5763,"16,382",bicycle,5.00,5/16/2023,12/16/2019,1/16/1950,,,,
5764,"5,374",motorcycle,5.00,5/2/2024,3/2/2023,6/2/1962,,,,
5765,"18,490",sedan,5.00,5/30/2024,5/30/2023,4/30/1953,,,,
5766,"2,564",motorcycle,4.47,6/30/2024,2/29/2024,7/29/1980,,,,
5767,"1,840",electric vehicle,5.00,7/1/2024,9/1/2020,5/1/1961,,,,
5768,"23,502",electric vehicle,4.22,10/11/2022,9/11/2019,9/11/1978,,,,
5769,"43,558",motorcycle,5.00,3/16/2024,4/16/2020,9/16/1962,,,,
5770,"20,886",sedan,2.02,10/27/2023,2/27/2022,12/27/1998,10/26/2023 15:36:00,0,"$19,801.00","$2,264.39"
5771,"55,770",sedan,5.00,1/9/2023,5/9/2019,10/9/1948,,,,
5772,"3,769",bicycle,2.06,6/28/2024,9/28/2023,4/28/2000,,,,
5773,"12,008",sedan,2.60,2/24/2024,11/24/2021,1/24/1995,,,,
5774,"24,816",truck,3.85,6/30/2024,7/30/2022,2/28/1985,,,,
5775,"2,463",motorcycle,5.00,6/10/2024,3/10/2023,5/10/1954,,,,
5776,"40,511",sedan,4.39,10/6/2023,3/6/2021,5/6/1978,,,,
5777,"11,693",bicycle,1.70,7/2/2022,7/2/2021,12/2/1999,7/2/2022 5:12:00,1,"$14,450.00",$395.81
5778,"4,132",motorcycle,4.15,7/1/2024,1/1/2024,8/1/1983,,,,
5779,634,sedan,3.19,6/10/2023,3/10/2023,11/10/1991,,,,
5780,"37,815",truck,5.00,6/25/2024,3/25/2021,8/25/1959,,,,
5781,368,motorcycle,5.00,6/12/2024,5/12/2024,9/12/1974,,,,
5782,"9,566",electric vehicle,3.90,6/15/2024,4/15/2021,6/15/1983,,,,
5783,"13,430",motorcycle,2.71,8/28/2022,5/28/2019,10/28/1991,,,,
5784,"18,144",electric vehicle,5.00,3/1/2024,3/1/2022,2/1/1960,,,,
5785,"3,389",motorcycle,3.36,5/30/2024,2/29/2024,3/29/1991,,,,
5786,"38,980",bicycle,5.00,10/30/2022,10/30/2018,8/30/1944,,,,
5787,"11,520",electric vehicle,5.00,6/30/2024,5/30/2023,8/30/1957,,,,
5788,"16,032",sedan,5.00,1/24/2023,6/24/2019,10/24/1969,,,,
5789,"14,593",sedan,4.36,5/12/2023,5/12/2021,12/12/1978,,,,
5790,"13,442",bicycle,5.00,2/16/2023,5/16/2022,10/16/1959,,,,
5791,"2,494",sedan,4.97,6/28/2024,7/28/2021,11/28/1972,,,,
5792,"2,268",bicycle,5.00,7/1/2024,9/1/2021,5/1/1946,,,,
5793,35,sedan,4.19,6/10/2024,3/10/2024,6/10/1983,,,,
5794,"1,105",,0.51,9/7/2021,5/7/2021,1/7/2003,9/6/2021 12:30:00,1,"$13,335.00",$172.35
5795,"6,016",motorcycle,3.52,3/16/2024,4/16/2023,12/16/1988,,,,
5796,630,electric vehicle,5.00,6/28/2024,4/28/2024,4/28/1950,,,,
5797,"29,737",motorcycle,5.00,6/7/2024,11/7/2021,11/7/1946,,,,
5798,"2,649",electric vehicle,3.51,6/10/2024,10/10/2023,8/10/1989,,,,
5799,"1,306",truck,2.32,3/25/2024,3/25/2023,3/25/1998,,,,
5800,"5,028",sedan,3.94,10/16/2022,3/16/2022,12/16/1983,,,,
5801,670,motorcycle,0.26,7/7/2022,6/7/2022,5/7/2004,7/7/2022 4:09:00,1,"$12,596.00",$378.34
5802,"9,031",sedan,3.71,2/20/2023,6/20/2021,5/20/1985,,,,
5803,"16,425",sedan,5.00,3/8/2023,2/8/2021,11/8/1952,,,,
5804,"29,270",sedan,2.50,2/26/2024,11/26/2021,9/26/1995,2/26/2024 6:14:00,0,"$3,792.00",$59.47
5805,"16,949",sedan,2.19,5/23/2024,11/23/2022,9/23/1998,5/23/2024 10:25:00,0,"$18,889.00","$6,150.20"
5806,"3,242",sedan,3.91,7/1/2024,10/1/2023,10/1/1985,,,,
5807,"30,295",sedan,5.00,2/15/2023,10/15/2019,6/15/1951,,,,
5808,"9,406",truck,3.66,4/28/2024,7/28/2020,12/28/1984,,,,
5809,"46,575",sedan,1.39,10/26/2023,5/26/2021,12/26/2000,10/26/2023 4:09:00,1,"$26,197.00","$3,720.34"
5810,228,motorcycle,5.00,5/4/2023,1/4/2023,2/4/1973,,,,
5811,"19,115",sedan,5.00,6/21/2024,9/21/2022,9/21/1953,,,,
5812,"54,317",motorcycle,5.00,6/2/2024,6/2/2020,11/2/1952,,,,
5813,"2,601",electric vehicle,3.19,4/13/2024,2/13/2024,10/13/1992,,,,
5814,"17,366",sedan,5.00,5/12/2024,6/12/2021,9/12/1961,,,,
5815,"4,105",electric vehicle,2.72,5/30/2024,9/30/2023,2/29/1996,,,,
5816,"4,816",truck,5.00,4/1/2024,9/1/2021,11/1/1962,,,,
5817,"6,355",sedan,5.00,7/1/2024,2/1/2024,5/1/1972,,,,
5818,"21,156",truck,5.00,6/30/2024,7/30/2022,12/30/1970,,,,
5819,"7,156",bicycle,2.74,3/7/2024,3/7/2023,5/7/1995,,,,
5820,"1,047",electric vehicle,0.28,7/23/2022,6/23/2022,5/23/2004,7/23/2022 1:03:00,1,"$14,026.00",$279.63
5821,"32,766",bicycle,3.50,6/3/2024,5/3/2021,3/3/1987,6/3/2024 2:04:00,0,"$4,855.00",$117.61
5822,"8,701",truck,4.84,12/25/2023,7/25/2021,3/25/1974,,,,
5823,"35,894",sedan,5.00,7/1/2024,9/1/2020,3/1/1949,,,,
5824,"10,697",sedan,3.17,4/18/2024,5/18/2020,2/18/1989,,,,
5825,"19,628",truck,4.97,4/11/2024,10/11/2021,2/11/1973,,,,
5826,"14,782",bicycle,5.00,3/15/2024,10/15/2022,9/15/1966,,,,
5827,"6,998",motorcycle,5.00,7/1/2024,10/1/2023,8/1/1970,,,,
5828,"6,134",electric vehicle,2.11,6/17/2024,10/17/2023,1/17/2000,,,,
5829,"19,747",bicycle,5.00,7/1/2024,5/1/2022,6/1/1952,,,,
5830,"22,635",bicycle,5.00,7/1/2024,9/1/2021,5/1/1964,,,,
5831,"8,088",,0.82,7/4/2021,9/4/2020,11/4/2001,7/4/2021 0:59:00,1,"$22,692.00",$551.44
5832,"1,958",bicycle,4.51,7/1/2024,9/1/2021,9/1/1977,,,,
5833,"14,925",electric vehicle,4.54,6/27/2024,12/27/2022,9/27/1978,,,,
5834,"9,028",electric vehicle,4.69,12/20/2023,11/20/2020,1/20/1975,,,,
5835,"14,541",sedan,2.19,10/22/2022,9/22/2020,8/22/1996,10/21/2022 22:53:00,1,"$20,955.00",$644.43
5836,"4,658",motorcycle,5.00,6/4/2024,8/4/2023,7/4/1950,,,,
5837,"8,338",motorcycle,2.90,6/27/2024,11/27/2022,11/27/1993,,,,
5838,"3,931",truck,0.57,11/30/2022,6/30/2022,1/30/2004,11/29/2022 12:29:00,1,"$15,075.00",$641.14
5839,"38,982",truck,1.76,1/20/2024,12/20/2020,1/20/1999,1/20/2024 10:24:00,0,"$5,157.00",$116.15
5840,"47,662",sedan,2.53,6/19/2024,12/19/2021,8/19/1995,6/19/2024 0:58:00,0,"$25,000.00","$4,803.78"
5841,"25,538",sedan,4.00,10/27/2023,5/27/2020,7/27/1981,,,,
5842,"40,678",electric vehicle,2.47,12/23/2022,6/23/2019,7/23/1993,12/23/2022 1:02:00,1,"$14,034.00",$263.13
5843,"5,426",truck,3.46,7/1/2024,12/1/2020,3/1/1987,,,,
5844,"3,520",bicycle,5.00,7/1/2024,7/1/2023,6/1/1958,,,,
5845,"2,683",electric vehicle,5.00,11/20/2022,7/20/2022,5/20/1964,,,,
5846,"4,572",electric vehicle,4.26,6/18/2024,9/18/2021,3/18/1980,,,,
5847,"3,383",bicycle,4.00,3/1/2024,11/1/2023,12/1/1984,,,,
5848,"17,264",electric vehicle,3.23,6/14/2023,6/14/2019,10/14/1987,,,,
5849,"12,810",motorcycle,2.06,4/18/2024,1/18/2023,,4/18/2024 1:03:00,0,"$4,418.00",$105.87
5850,"42,352",sedan,2.55,7/4/2023,7/4/2020,1/4/1994,7/4/2023 1:02:00,1,"$35,505.00","$5,641.34"
5851,"5,638",sedan,4.81,5/24/2024,9/24/2021,9/24/1974,,,,
5852,"26,690",electric vehicle,4.76,3/14/2023,10/14/2020,3/14/1974,,,,
5853,"1,899",electric vehicle,1.28,6/30/2024,5/30/2023,5/30/2003,,,,
5854,"1,566",electric vehicle,5.00,12/22/2023,,6/22/1967,,,,
5855,"7,813",bicycle,5.00,6/24/2024,9/24/2023,,,,,
5856,"3,950",sedan,5.00,5/26/2024,2/26/2022,5/26/1955,,,,
5857,"9,401",electric vehicle,5.00,7/23/2022,7/23/2021,4/23/1958,,,,
5858,"1,291",electric vehicle,2.87,3/20/2024,9/20/2023,12/20/1994,,,,
5859,"11,539",sedan,5.00,6/21/2024,6/21/2021,7/21/1955,,,,
5860,"21,942",sedan,0.96,1/14/2024,11/14/2022,9/14/2003,1/13/2024 13:31:00,1,"$5,181.00",$247.01
5861,"18,164",truck,5.00,8/27/2023,10/27/2021,2/27/1969,,,,
5862,"19,149",sedan,2.53,5/6/2024,3/6/2023,11/6/1996,5/6/2024 8:20:00,0,"$18,939.00","$3,509.67"
5863,"46,941",bicycle,5.00,6/11/2024,4/11/2021,1/11/1959,,,,
5864,"23,698",sedan,2.43,1/8/2022,12/8/2019,4/8/1994,1/7/2022 17:41:00,1,"$14,861.00",$258.58
5865,"3,358",sedan,4.79,7/1/2024,4/1/2024,6/1/1977,,,,
5866,"19,665",bicycle,2.81,2/15/2023,3/15/2022,11/15/1993,2/15/2023 1:01:00,1,"$42,994.00","$5,423.20"
5867,411,motorcycle,2.11,6/21/2024,5/21/2024,8/21/2000,,,,
5868,"35,995",sedan,2.22,12/2/2022,7/2/2019,3/2/1995,12/1/2022 21:52:00,1,"$70,532.00","$11,819.62"
5869,"13,744",electric vehicle,1.16,6/8/2024,10/8/2022,2/8/2003,6/8/2024 3:06:00,0,"$5,028.00",$95.58
5870,"7,636",electric vehicle,4.52,6/27/2024,8/27/2023,7/27/1979,,,,
5871,891,electric vehicle,5.00,7/1/2024,1/1/2024,12/1/1954,,,,
5872,"7,467",electric vehicle,3.98,7/1/2024,3/1/2023,7/1/1984,,,,
5873,"1,087",sedan,5.00,7/1/2024,6/1/2024,9/1/1967,,,,
5874,"1,472",electric vehicle,2.44,3/8/2024,12/8/2023,4/8/1998,,,,
5875,550,electric vehicle,2.05,2/1/2024,1/1/2024,9/1/2000,,,,
5876,"10,948",bicycle,1.30,2/19/2022,,9/19/2000,2/19/2022 1:00:00,1,"$23,904.00",$441.11
5877,"7,033",,1.77,8/29/2021,9/29/2019,9/29/1997,8/28/2021 22:55:00,1,"$20,260.00",$232.03
5878,"8,073",electric vehicle,5.00,10/16/2023,7/16/2021,2/16/1971,,,,
5879,"2,446",bicycle,3.10,10/30/2023,4/30/2023,8/30/1992,,,,
5880,"15,312",motorcycle,5.00,6/14/2024,10/14/2021,4/14/1950,,,,
5881,"27,125",sedan,5.00,4/10/2024,5/10/2022,1/10/1962,,,,
5882,"7,390",sedan,5.00,7/11/2022,11/11/2021,12/11/1949,,,,
5883,"36,932",electric vehicle,4.40,5/20/2024,3/20/2021,4/20/1978,,,,
5884,"46,232",,4.09,12/4/2021,2/4/2018,4/4/1978,12/4/2021 6:15:00,1,"$49,712.00","$8,109.21"
5885,"78,746",motorcycle,1.95,1/27/2022,3/27/2018,5/27/1995,1/27/2022 11:26:00,1,"$41,621.00","$3,777.08"
5886,"20,412",sedan,5.00,9/23/2023,12/23/2021,2/23/1970,,,,
5887,"15,625",electric vehicle,3.72,6/27/2024,5/27/2022,3/27/1986,,,,
5888,"6,043",sedan,3.02,10/21/2023,3/21/2023,3/21/1993,,,,
5889,"1,117",bicycle,5.00,5/3/2024,9/3/2023,1/3/1946,,,,
5890,"9,978",bicycle,1.19,3/29/2024,11/29/2022,2/28/2003,3/29/2024 8:19:00,0,"$24,614.00","$1,049.94"
5891,"19,369",electric vehicle,1.27,2/3/2023,12/3/2021,12/3/2001,2/2/2023 16:39:00,1,"$14,278.00",$236.88
5892,"36,432",sedan,5.00,5/31/2024,8/31/2020,4/30/1961,,,,
5893,"16,078",bicycle,5.00,7/1/2024,8/1/2021,5/1/1969,,,,
5894,"3,851",motorcycle,3.04,7/29/2023,10/29/2021,8/29/1991,,,,
5895,"1,921",sedan,4.45,6/29/2024,3/29/2024,10/29/1980,,,,
5896,"14,454",motorcycle,5.00,6/30/2024,4/30/2021,10/30/1966,,,,
5897,"43,477",sedan,5.00,3/16/2024,3/16/2020,1/16/1967,,,,
5898,"4,664",motorcycle,5.00,7/1/2024,3/1/2024,7/1/1950,,,,
5899,"4,017",motorcycle,5.00,3/13/2024,9/13/2023,6/13/1949,,,,
5900,"19,046",sedan,1.96,11/24/2022,1/24/2021,2/24/1998,11/23/2022 19:47:00,1,"$10,007.00",$160.64
5901,"15,156",,1.19,9/30/2021,5/30/2020,8/30/2000,9/30/2021 9:23:00,1,"$12,242.00",$280.22
5902,"21,094",sedan,5.00,9/7/2023,7/7/2021,1/7/1958,,,,
5903,"19,155",sedan,1.29,4/30/2023,3/30/2021,2/28/2001,4/29/2023 20:48:00,1,"$11,716.00",$629.37
5904,"37,742",motorcycle,3.12,12/18/2023,5/18/2020,7/18/1989,12/18/2023 2:04:00,0,"$18,103.00","$3,074.51"
5905,"1,718",motorcycle,4.08,6/30/2024,5/30/2024,9/30/1984,,,,
5906,"34,781",sedan,4.32,6/26/2024,4/26/2021,4/26/1979,,,,
5907,"19,799",,1.48,12/15/2021,2/15/2020,5/15/1999,12/14/2021 13:32:00,1,"$11,070.00",$196.72
5908,"8,717",truck,3.29,7/1/2024,5/1/2023,2/1/1991,,,,
5909,"29,319",truck,5.00,9/26/2022,2/26/2020,3/26/1957,,,,
5910,"54,207",truck,3.81,9/30/2022,11/30/2018,11/30/1981,9/30/2022 1:03:00,1,"$7,532.00",$161.88
5911,"8,253",truck,4.09,8/23/2023,4/23/2022,7/23/1982,,,,
5912,"9,223",electric vehicle,2.74,6/9/2024,1/9/2023,3/9/1995,,,,
5913,"3,107",sedan,3.78,5/24/2023,11/24/2022,1/24/1986,,,,
5914,"2,117",motorcycle,1.52,8/11/2023,6/11/2023,7/11/2002,,,,
5915,"79,659",sedan,2.45,6/1/2022,9/1/2018,12/1/1992,5/31/2022 17:42:00,1,"$15,420.00",$294.52
5916,"39,182",motorcycle,5.00,10/17/2022,3/17/2019,2/17/1969,,,,
5917,124,sedan,0.13,2/6/2023,2/6/2023,2/6/2005,2/5/2023 20:48:00,1,"$73,686.00","$10,894.61"
5918,"25,532",motorcycle,5.00,5/29/2024,12/29/2022,2/28/1965,,,,
5919,"16,253",electric vehicle,4.90,6/28/2024,3/28/2023,3/28/1975,,,,
5920,"28,384",truck,2.15,12/12/2022,12/12/2020,1/12/1997,12/11/2022 12:28:00,1,"$44,649.00","$3,004.14"
5921,"15,982",sedan,4.80,6/23/2024,1/23/2023,2/23/1976,,,,
5922,"8,388",motorcycle,5.00,5/25/2024,5/25/2023,4/25/1970,,,,
5923,"20,208",sedan,2.11,12/8/2022,7/8/2020,11/8/1996,12/7/2022 21:51:00,1,"$19,377.00",$738.61
5924,"20,517",sedan,2.67,2/22/2022,7/22/2020,4/22/1993,2/21/2022 17:42:00,1,"$15,352.00",$582.02
5925,"10,938",sedan,1.59,10/29/2023,8/29/2020,6/29/1999,10/28/2023 17:42:00,0,"$25,000.00","$1,579.29"
5926,"1,289",electric vehicle,3.69,8/14/2023,6/14/2022,7/14/1986,,,,
5927,"16,087",bicycle,2.00,12/17/2022,4/17/2021,3/17/1998,12/17/2022 2:04:00,1,"$36,033.00","$3,841.85"
5928,"14,359",bicycle,3.88,6/27/2024,4/27/2022,8/27/1984,,,,
5929,"1,218",motorcycle,4.80,12/8/2023,3/8/2023,3/8/1976,,,,
5930,"2,740",sedan,4.88,1/17/2024,7/17/2023,9/17/1975,,,,
5931,"32,211",bicycle,5.00,6/30/2024,3/30/2021,2/29/1964,,,,
5932,"37,186",truck,5.00,6/17/2023,11/17/2020,11/17/1958,,,,
5933,"21,554",electric vehicle,2.22,5/17/2023,8/17/2019,4/17/1995,5/16/2023 15:36:00,0,"$10,772.00",$621.10
5934,"2,259",bicycle,2.30,1/29/2024,8/29/2023,10/29/1998,,,,
5935,"19,839",sedan,2.72,7/8/2023,3/8/2021,7/8/1993,7/8/2023 9:21:00,1,"$8,769.00",$267.12
5936,"12,046",sedan,2.39,4/7/2024,9/7/2022,4/7/1997,,,,
5937,"3,449",sedan,1.55,6/30/2024,3/30/2024,3/30/2003,,,,
5938,"11,815",truck,5.00,6/18/2024,10/18/2022,6/18/1950,,,,
5939,"7,939",motorcycle,5.00,4/25/2024,12/25/2022,4/25/1967,,,,
5940,"30,737",electric vehicle,5.00,12/14/2023,2/14/2020,7/14/1966,,,,
5941,"6,448",motorcycle,4.34,5/19/2024,1/19/2023,9/19/1980,,,,
5942,"5,320",sedan,1.00,2/20/2024,5/20/2023,2/20/2004,2/20/2024 11:26:00,0,"$4,311.00",$81.99
5943,"24,436",electric vehicle,1.18,2/25/2022,6/25/2020,10/25/2000,2/25/2022 3:06:00,1,"$54,628.00","$4,972.15"
5944,"21,604",truck,2.78,3/9/2024,6/9/2022,5/9/1994,3/8/2024 14:34:00,0,"$4,460.00",$166.89
5945,"5,330",truck,2.86,11/10/2022,11/10/2021,2/10/1993,,,,
5946,"16,454",sedan,3.28,4/22/2024,8/22/2022,6/22/1990,,,,
5947,"12,086",bicycle,2.78,6/29/2024,9/29/2022,7/29/1994,,,,
5948,"2,378",truck,5.00,7/1/2024,3/1/2023,8/1/1948,,,,
5949,"5,572",motorcycle,5.00,6/26/2024,10/26/2023,8/26/1973,,,,
5950,"4,825",truck,1.11,10/1/2023,4/1/2022,10/1/2002,10/1/2023 6:14:00,0,"$8,106.00",$198.83
5951,"20,532",sedan,5.00,6/22/2024,7/22/2022,6/22/1950,,,,
5952,"11,838",bicycle,5.00,7/1/2024,7/1/2022,2/1/1948,,,,
5953,"5,079",sedan,5.00,1/30/2024,7/30/2023,1/30/1953,,,,
5954,"5,704",sedan,5.00,12/7/2023,8/7/2021,9/7/1969,,,,
5955,"24,397",motorcycle,4.33,6/13/2024,1/13/2022,11/13/1979,,,,
5956,"4,406",motorcycle,3.02,3/4/2024,12/4/2023,12/4/1993,,,,
5957,"52,169",motorcycle,4.88,11/18/2023,9/18/2020,12/18/1972,11/18/2023 5:12:00,0,"$3,859.00",$37.54
